MissingFamilyName,HostFilePath,FamilyBaseDataRootFamilies.categoryName,New FamilyName
Trolley_Anaesthetic Medication_Lockable_MMOP_552,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Trolley_Anaesthetic Medication_Lockable_MMOP_552.rfa,Furniture,Trolley_AnaestheticMedication_Lockable_MMOP_552
MAchine_Heart Lung_MMOP_555,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\MAchine_Heart Lung_MMOP_555.rfa,Specialty Equipment,MAchine_HeartLung_MMOP_555
Cell Saver_MMOP_556,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Cell Saver_MMOP_556.rfa,Electrical Equipment,CellSaver_MMOP_556
Machine_Ultrasonic Surgical Aspirator System_MMOP_565,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Machine_Ultrasonic Surgical Aspirator System_MMOP_565.rfa,Specialty Equipment,Machine_UltrasonicSurgicalAspiratorSystem_MMOP_565
Table_Operating_Fixed_Break Table_MMOP_574,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Table_Operating_Fixed_Break Table_MMOP_574.rfa,Specialty Equipment,Table_Operating_Fixed_BreakTable_MMOP_574
Device_Activated Clotting Time Machine_MMOP_575,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Device_Activated Clotting Time Machine_MMOP_575.rfa,Specialty Equipment,Device_ActivatedClottingTimeMachine_MMOP_575
Bag_Pneumatic Pressure_MMOP_579,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Bag_Pneumatic Pressure_MMOP_579.rfa,Specialty Equipment,Bag_PneumaticPressure_MMOP_579
Table_Operating_Spinal_Jackson Table_MMOP_580,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Table_Operating_Spinal_Jackson Table_MMOP_580.rfa,Specialty Equipment,Table_Operating_Spinal_JacksonTable_MMOP_580
Frame_Over Patient_Surgery Drape Protection_MMOP_583,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Frame_Over Patient_Surgery Drape Protection_MMOP_583.rfa,Specialty Equipment,Frame_OverPatient_SurgeryDrapeProtection_MMOP_583
Console_Robotic Percutaneous Coronary Intervention_MMOP_586,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Console_Robotic Percutaneous Coronary Intervention_MMOP_586.rfa,Electrical Equipment,Console_RoboticPercutaneousCoronaryIntervention_MMOP_586
Machine_Anaesthetic_Cardiac Monitor_MMOP_588,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Machine_Anaesthetic_Cardiac Monitor_MMOP_588.rfa,Specialty Equipment,Machine_Anaesthetic_CardiacMonitor_MMOP_588
Equipment Stack_Surgical_MMOP_596,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Equipment Stack_Surgical_MMOP_596.rfa,Specialty Equipment,EquipmentStack_Surgical_MMOP_596
Light_DualArm_LargeLight_Monitor_Clinical Camera_MMSP_502,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Light_DualArm_LargeLight_Monitor_Clinical Camera_MMSP_502.rfa,Lighting Devices,Light_DualArm_LargeLight_Monitor_ClinicalCamera_MMSP_502
